iter	Passed	Remaining
403	8220	93523
404	8237	93464
405	8254	93403
406	8268	93309
407	8284	93237
408	8301	93179
409	8318	93121
410	8330	93018
411	8354	93035
412	8393	93226
413	8446	93568
414	8539	94345
415	8586	94621
416	8649	95060
417	8693	95298
418	8741	95577
419	8786	95817
420	8824	95978
421	8858	96095
422	8888	96180
423	8909	96153
424	8928	96113
425	8959	96201
426	8991	96293
427	9030	96470
428	9069	96636
429	9101	96728
430	9137	96864
431	9166	96924
432	9185	96883
433	9206	96855
434	9223	96793
435	9239	96714
436	9249	96577
437	9262	96474
438	9284	96457
439	9305	96435
440	9329	96443
441	9349	96417
442	9379	96486
443	9405	96509
444	9421	96436
445	9441	96409
446	9457	96334
447	9469	96220
448	9490	96194
449	9514	96203
450	9532	96145
451	9548	96079
452	9563	95990
453	9579	95923
454	9596	95858
455	9611	95777
456	9628	95712
457	9644	95644
458	9663	95601
459	9679	95533
460	9698	95486
461	9722	95500
462	9735	95397
463	9756	95375
464	9776	95344
465	9793	95290
466	9812	95247
467	9838	95275
468	9858	95239
469	9884	95267
470	9906	95255
471	9931	95278
472	9969	95420
473	9989	95388
474	10006	95329
475	10028	95312
476	10045	95251
477	10065	95217
478	10083	95171
479	10100	95112
480	10118	95063
481	10135	95004
482	10147	94898
483	10164	94842
484	10177	94749
485	10194	94683
486	10203	94555
487	10218	94482
488	10234	94414
489	10251	94354
490	10270	94320
491	10288	94268
492	10312	94275
493	10333	94258
494	10351	94205
495	10381	94267
496	10417	94386
497	10436	94348
498	10454	94297
499	10469	94223
500	10490	94203
501	10508	94155
502	10521	94068
503	10542	94046
504	10563	94029
505	10581	93982
506	10604	93974
507	10626	93964
508	10642	93898
509	10663	93879
510	10684	93863
511	10699	93788
512	10712	93695
513	10724	93597
514	10737	93506
515	10762	93522
516	10772	93409
517	10787	93336
518	10799	93242
519	10811	93144
520	10832	93124
521	10850	93083
522	10862	92989
523	10882	92953
524	10899	92904
525	10914	92831
526	10924	92723
527	10944	92692
528	10987	92864
529	11017	92917
530	11038	92900
531	11059	92882
532	11077	92839
533	11096	92807
534	11124	92841
535	11144	92817
536	11163	92776
537	11183	92753
538	11214	92819
539	11243	92859
540	11259	92803
541	11279	92775
542	11306	92801
543	11326	92774
544	11347	92762
545	11364	92708
546	11403	92831
547	11431	92874
548	11457	92891
549	11479	92875
550	11507	92914
551	11533	92938
552	11558	92948
553	11580	92940
554	11606	92959
555	11637	93014
556	11669	93083
557	11694	93092
558	11718	93098
559	11741	93092
560	11765	93092
561	11791	93112
562	11821	93168
563	11853	93234
564	11876	93227
565	11903	93252
566	11923	93223
567	11951	93252
568	11986	93339
569	12009	93340
570	12034	93345
571	12060	93366
572	12088	93392
573	12110	93381
574	12137	93404
575	12163	93420
576	12183	93389
577	12199	93335
578	12222	93325
579	12240	93280
580	12264	93284
581	12284	93251
582	12314	93295
583	12335	93273
584	12347	93189
585	12360	93102
586	12387	93128
587	12419	93185
588	12440	93168
589	12460	93140
590	12490	93184
591	12514	93182
592	12542	93215
593	12562	93182
594	12575	93098
595	12590	93032
596	12606	92978
597	12626	92948
598	12646	92917
599	12667	92894
600	12691	92896
601	12715	92894
602	12739	92891
603	12758	92855
604	12786	92884
605	12806	92858
606	12825	92817
607	12844	92783
608	12856	92694
609	12876	92669
610	12906	92712
611	12924	92666
612	12946	92653
613	12989	92789
614	13011	92771
615	13032	92754
616	13050	92707
617	13063	92626
618	13079	92571
619	13104	92578
620	13132	92604
621	13155	92595
622	13179	92596
623	13201	92579
624	13218	92532
625	13231	92451
626	13254	92441
627	13266	92361
628	13282	92304
629	13303	92283
630	13316	92205
631	13334	92162
632	13360	92174
633	13382	92154
634	13414	92210
635	13437	92200
636	13453	92149
637	13466	92070
638	13484	92027
639	13496	91945
640	13513	91899
641	13530	91845
642	13547	91796
643	13566	91763
644	13578	91679
645	13596	91638
646	13617	91620
647	13634	91568
648	13655	91550
649	13675	91518
650	13692	91475
651	13707	91411
652	13726	91375
653	13740	91310
654	13771	91356
655	13791	91328
656	13811	91301
657	13827	91242
658	13846	91208
659	13865	91174
660	13887	91164
661	13907	91136
662	13927	91106
663	13955	91131
664	14002	91276
665	14026	91280
666	14039	91206
667	14063	91204
668	14083	91172
669	14096	91099
670	14119	91093
671	14142	91085
672	14167	91090
673	14191	91087
674	14214	91079
675	14233	91044
676	14251	91003
677	14275	91003
678	14290	90938
679	14309	90906
680	14331	90889
681	14341	90803
682	14353	90722
683	14366	90649
684	14382	90601
685	14395	90527
686	14428	90584
687	14470	90693
688	14502	90740
689	14526	90735
690	14551	90743
691	14575	90740
692	14601	90746
693	14630	90775
694	14652	90761
695	14672	90732
696	14699	90748
697	14720	90728
698	14749	90756
699	14768	90721
700	14793	90721
701	14815	90707
702	14844	90732
703	14873	90761
704	14897	90756
705	14917	90729
706	14940	90719
707	14953	90649
708	14970	90605
709	15007	90676
710	15029	90663
711	15047	90623
712	15064	90574
713	15082	90538
714	15110	90556
715	15133	90549
716	15157	90545
717	15177	90518
718	15197	90488
719	15222	90490
720	15247	90489
721	15268	90469
722	15288	90443
723	15315	90454
724	15337	90436
725	15355	90399
726	15371	90347
727	15393	90333
728	15433	90422
729	15458	90420
730	15485	90433
731	15508	90426
732	15533	90422
733	15550	90379
734	15569	90345
735	15588	90310
736	15606	90269
737	15624	90231
738	15643	90197
739	15655	90123
740	15672	90081
741	15682	89996
742	15695	89928
743	15706	89849
744	15735	89871
745	15748	89803
746	15763	89750
747	15783	89720
748	15803	89694
749	15813	89610
750	15828	89551
751	15845	89508
752	15864	89478
753	15882	89437
754	15894	89368
755	15921	89376
756	15943	89361
757	15961	89325
758	15975	89263
759	16004	89290
760	16024	89261
761	16045	89238
762	16060	89185
763	16077	89143
764	16090	89077
765	16109	89045
766	16126	89002
767	16155	89025
768	16178	89011
769	16195	88970
770	16220	88968
771	16245	88974
772	16264	88941
773	16285	88919
774	16296	88839
775	16311	88789
776	16321	88710
777	16349	88726
778	16368	88693
779	16387	88661
780	16407	88634
781	16433	88642
782	16462	88660
783	16476	88604
784	16500	88595
785	16523	88588
786	16540	88547
787	16573	88587
788	16603	88614
789	16621	88575
790	16644	88567
791	16667	88555
792	16684	88512
793	16704	88486
794	16719	88436
795	16738	88404
796	16754	88354
797	16785	88385
798	16805	88361
799	16819	88299
800	16837	88267
801	16849	88197
802	16870	88173
803	16894	88171
804	16917	88159
805	16934	88119
806	16951	88077
807	16968	88033
808	16987	88005
809	17035	88122
810	17058	88111
811	17072	88055
812	17091	88020
813	17102	87947
814	17126	87942
815	17145	87911
816	17167	87895
817	17185	87858
818	17199	87803
819	17225	87806
820	17247	87792
821	17259	87725
822	17275	87678
823	17292	87640
824	17304	87570
825	17323	87538
826	17343	87515
827	17362	87481
828	17381	87452
829	17410	87470
830	17443	87510
831	17483	87583
832	17506	87572
833	17528	87557
834	17549	87535
835	17567	87502
836	17591	87492
837	17618	87503
838	17639	87481
839	17658	87452
840	17671	87391
841	17684	87328
842	17698	87272
843	17711	87215
844	17732	87192
845	17744	87128
846	17760	87080
847	17776	87039
848	17797	87018
849	17821	87012
850	17849	87024
851	17866	86984
852	17882	86937
853	17897	86889
854	17908	86821
855	17921	86758
856	17940	86731
857	17959	86699
858	17980	86678
859	17998	86644
860	18032	86687
861	18060	86697
862	18081	86676
863	18100	86648
864	18118	86612
865	18130	86551
866	18142	86483
867	18158	86443
868	18171	86383
869	18187	86339
870	18205	86302
871	18214	86226
872	18229	86176
873	18254	86178
874	18268	86123
875	18287	86093
876	18303	86051
877	18320	86008
878	18337	85969
879	18356	85940
880	18372	85897
881	18389	85858
882	18405	85815
883	18422	85776
884	18437	85731
885	18464	85737
886	18496	85769
887	18522	85770
888	18547	85770
889	18564	85729
890	18582	85695
891	18599	85659
892	18617	85623
893	18630	85566
894	18643	85511
895	18653	85441
896	18675	85422
897	18695	85398
898	18707	85339
899	18723	85294
900	18739	85252
901	18751	85191
902	18761	85120
903	18776	85076
904	18796	85049
905	18813	85015
906	18825	84954
907	18837	84894
908	18857	84869
909	18870	84812
910	18886	84771
911	18908	84757
912	18926	84722
913	18937	84661
914	18949	84600
915	18959	84530
916	18978	84504
917	18998	84478
918	19013	84434
919	19047	84472
920	19065	84438
921	19080	84394
922	19100	84367
923	19121	84349
924	19137	84307
925	19155	84277
926	19170	84229
927	19189	84203
928	19206	84164
929	19216	84098
930	19234	84066
931	19245	84004
932	19255	83934
933	19272	83900
934	19285	83845
935	19295	83777
936	19310	83734
937	19328	83700
938	19339	83637
939	19353	83590
940	19368	83545
941	19385	83508
942	19400	83466
943	19412	83409
944	19433	83388
945	19453	83367
946	19479	83368
947	19499	83345
948	19523	83339
949	19540	83306
950	19555	83258
951	19571	83219
952	19586	83175
953	19600	83125
954	19614	83077
955	19627	83024
956	19642	82982
957	19656	82934
958	19672	82893
959	19698	82897
960	19724	82900
961	19747	82889
962	19763	82851
963	19779	82811
964	19803	82806
965	19815	82748
966	19835	82725
967	19843	82655
968	19859	82613
969	19882	82603
970	19903	82587
971	19926	82575
972	19939	82524
973	19959	82502
974	19981	82486
975	19993	82432
976	20010	82399
977	20036	82401
978	20083	82488
979	20104	82471
980	20123	82442
981	20142	82416
982	20173	82437
983	20189	82400
984	20205	82358
985	20220	82315
986	20237	82284
987	20258	82265
988	20277	82239
989	20294	82203
990	20310	82163
991	20332	82148
992	20355	82140
993	20382	82144
994	20401	82118
995	20418	82084
996	20439	82065
997	20463	82060
998	20476	82007
999	20503	82015
1000	20533	82032
1001	20551	82002
1002	20565	81955
1003	20587	81939
1004	20615	81947
1005	20630	81908
1006	20646	81867
1007	20665	81842
1008	20690	81840
1009	20703	81789
1010	20724	81772
1011	20743	81745
1012	20764	81726
1013	20783	81698
1014	20798	81657
1015	20828	81673
1016	20852	81665
1017	20866	81619
1018	20886	81596
1019	20911	81595
1020	20931	81572
1021	20950	81547
1022	20964	81501
1023	20979	81460
1024	20998	81432
1025	21016	81402
